date, milk_ML
1/4/2008,  36.77 
2/4/2008,  37.25 
3/4/2008,  37.21 
4/4/2008,  37.61 
5/4/2008,  37.45 
6/4/2008,  37.72 
7/4/2008,  37.23 
8/4/2008,  37.31 
9/4/2008,  37.48 
10/4/2008,  37.41 
11/4/2008,  37.69 
12/4/2008,  37.89 
13/4/2008,  37.72 
14/4/2008,  37.81 
15/4/2008,  37.57 
16/4/2008,  37.93 
17/4/2008,  37.92 
18/4/2008,  38.31 
19/4/2008,  38.18 
20/4/2008,  38.01 
21/4/2008,  38.02 
22/4/2008,  37.88 
23/4/2008,  38.44 
24/4/2008,  38.46 
25/4/2008,  38.78 
26/4/2008,  38.91 
27/4/2008,  39.02 
28/4/2008,  39.12 
29/4/2008,  38.97 
30/4/2008,  39.32 
1/5/2008,  38.94 
2/5/2008,  39.06 
3/5/2008,  39.40 
4/5/2008,  39.64 
5/5/2008,  39.50 
6/5/2008,  39.66 
7/5/2008,  39.55 
8/5/2008,  39.82 
9/5/2008,  40.33 
10/5/2008,  40.32 
11/5/2008,  39.86 
12/5/2008,  39.65 
13/5/2008,  40.25 
14/5/2008,  39.91 
15/5/2008,  39.86 
16/5/2008,  40.17 
17/5/2008,  39.86 
18/5/2008,  39.79 
19/5/2008,  39.43 
20/5/2008,  39.69 
21/5/2008,  39.79 
22/5/2008,  39.67 
23/5/2008,  39.89 
24/5/2008,  39.60 
25/5/2008,  39.56 
26/5/2008,  39.18 
27/5/2008,  38.74 
28/5/2008,  38.62 
29/5/2008,  38.60 
30/5/2008,  38.57 
31/5/2008,  38.77 
1/6/2008,  38.63 
2/6/2008,  38.23 
3/6/2008,  38.26 
4/6/2008,  38.10 
5/6/2008,  38.07 
6/6/2008,  38.30 
7/6/2008,  37.96 
8/6/2008,  38.07 
9/6/2008,  37.92 
10/6/2008,  37.69 
11/6/2008,  37.91 
12/6/2008,  37.73 
13/6/2008,  37.90 
14/6/2008,  37.80 
15/6/2008,  37.57 
16/6/2008,  37.80 
17/6/2008,  37.63 
18/6/2008,  37.63 
19/6/2008,  37.55 
20/6/2008,  37.20 
21/6/2008,  37.31 
22/6/2008,  37.54 
23/6/2008,  36.70 
24/6/2008,  37.05 
25/6/2008,  36.76 
26/6/2008,  37.16 
27/6/2008,  36.68 
28/6/2008,  37.23 
29/6/2008,  36.63 
30/6/2008,  36.42 
1/7/2008,  36.58 
2/7/2008,  36.82 
3/7/2008,  36.44 
4/7/2008,  36.26 
5/7/2008,  36.81 
6/7/2008,  36.41 
7/7/2008,  36.02 
8/7/2008,  36.07 
9/7/2008,  35.72 
10/7/2008,  36.27 
11/7/2008,  35.89 
12/7/2008,  35.79 
13/7/2008,  35.69 
14/7/2008,  36.26 
15/7/2008,  35.63 
16/7/2008,  36.42 
17/7/2008,  35.50 
18/7/2008,  36.33 
19/7/2008,  35.49 
20/7/2008,  35.92 
21/7/2008,  35.29 
22/7/2008,  36.06 
23/7/2008,  35.66 
24/7/2008,  36.17 
25/7/2008,  35.61 
26/7/2008,  36.21 
27/7/2008,  35.29 
28/7/2008,  35.76 
29/7/2008,  35.45 
30/7/2008,  35.88 
31/7/2008,  35.30 
1/8/2008,  35.62 
2/8/2008,  34.84 
3/8/2008,  35.37 
4/8/2008,  34.84 
5/8/2008,  35.21 
6/8/2008,  34.76 
7/8/2008,  35.05 
8/8/2008,  34.57 
9/8/2008,  34.81 
10/8/2008,  34.64 
11/8/2008,  34.32 
12/8/2008,  33.96 
13/8/2008,  34.51 
14/8/2008,  33.80 
15/8/2008,  34.14 
16/8/2008,  34.21 
17/8/2008,  34.18 
18/8/2008,  33.81 
19/8/2008,  33.75 
20/8/2008,  33.29 
21/8/2008,  33.56 
22/8/2008,  33.44 
23/8/2008,  33.68 
24/8/2008,  33.53 
25/8/2008,  33.88 
26/8/2008,  33.21 
27/8/2008,  33.52 
28/8/2008,  32.90 
29/8/2008,  33.29 
30/8/2008,  33.25 
31/8/2008,  33.34 
1/9/2008,  32.46 
2/9/2008,  32.58 
3/9/2008,  32.51 
4/9/2008,  32.49 
5/9/2008,  32.34 
6/9/2008,  32.55 
7/9/2008,  32.13 
8/9/2008,  32.03 
9/9/2008,  32.09 
10/9/2008,  32.37 
11/9/2008,  32.18 
12/9/2008,  32.19 
13/9/2008,  32.13 
14/9/2008,  32.33 
15/9/2008,  31.98 
16/9/2008,  32.51 
17/9/2008,  32.07 
18/9/2008,  32.37 
19/9/2008,  32.13 
20/9/2008,  32.67 
21/9/2008,  32.25 
22/9/2008,  32.89 
23/9/2008,  32.40 
24/9/2008,  32.54 
25/9/2008,  32.45 
26/9/2008,  32.90 
27/9/2008,  32.86 
28/9/2008,  32.98 
29/9/2008,  32.83 
30/9/2008,  32.79 
1/10/2008,  33.03 
2/10/2008,  32.75 
3/10/2008,  32.85 
4/10/2008,  32.76 
5/10/2008,  33.09 
6/10/2008,  32.59 
7/10/2008,  32.73 
8/10/2008,  32.88 
9/10/2008,  32.62 
10/10/2008,  32.51 
11/10/2008,  33.06 
12/10/2008,  32.77 
13/10/2008,  32.85 
14/10/2008,  32.62 
15/10/2008,  32.61 
16/10/2008,  32.72 
17/10/2008,  32.68 
18/10/2008,  32.91 
19/10/2008,  33.12 
20/10/2008,  32.56 
21/10/2008,  32.88 
22/10/2008,  32.34 
23/10/2008,  32.69 
24/10/2008,  33.00 
25/10/2008,  32.54 
26/10/2008,  33.15 
27/10/2008,  33.00 
28/10/2008,  32.56 
29/10/2008,  32.29 
30/10/2008,  32.42 
31/10/2008,  32.40 
1/11/2008,  32.43 
2/11/2008,  32.32 
3/11/2008,  32.26 
4/11/2008,  32.31 
5/11/2008,  32.64 
6/11/2008,  32.61 
7/11/2008,  32.54 
8/11/2008,  32.87 
9/11/2008,  32.57 
10/11/2008,  32.36 
11/11/2008,  32.24 
12/11/2008,  32.67 
13/11/2008,  32.54 
14/11/2008,  32.76 
15/11/2008,  32.84 
16/11/2008,  32.93 
17/11/2008,  32.69 
18/11/2008,  32.69 
19/11/2008,  32.73 
20/11/2008,  33.06 
21/11/2008,  33.01 
22/11/2008,  33.02 
23/11/2008,  32.73 
24/11/2008,  32.92 
25/11/2008,  32.75 
26/11/2008,  33.08 
27/11/2008,  33.12 
28/11/2008,  33.29 
29/11/2008,  33.26 
30/11/2008,  33.36 
1/12/2008,  32.86 
2/12/2008,  32.94 
3/12/2008,  33.47 
4/12/2008,  33.44 
5/12/2008,  33.55 
6/12/2008,  33.61 
7/12/2008,  33.32 
8/12/2008,  33.35 
9/12/2008,  33.27 
10/12/2008,  33.41 
11/12/2008,  33.04 
12/12/2008,  33.56 
13/12/2008,  33.63 
14/12/2008,  33.75 
15/12/2008,  33.19 
16/12/2008,  33.85 
17/12/2008,  33.63 
18/12/2008,  34.10 
19/12/2008,  33.59 
20/12/2008,  34.23 
21/12/2008,  34.07 
22/12/2008,  34.34 
23/12/2008,  34.15 
24/12/2008,  35.26 
25/12/2008,  33.77 
26/12/2008,  34.48 
27/12/2008,  34.25 
28/12/2008,  34.76 
29/12/2008,  34.39 
30/12/2008,  34.27 
31/12/2008,  34.79 
1/1/2009,  34.38 
2/1/2009,  34.33 
3/1/2009,  34.35 
4/1/2009,  34.02 
5/1/2009,  33.79 
6/1/2009,  33.83 
7/1/2009,  33.73 
8/1/2009,  33.64 
9/1/2009,  34.01 
10/1/2009,  33.95 
11/1/2009,  34.56 
12/1/2009,  34.24 
13/1/2009,  35.03 
14/1/2009,  34.49 
15/1/2009,  34.72 
16/1/2009,  34.70 
17/1/2009,  35.16 
18/1/2009,  34.80 
19/1/2009,  34.71 
20/1/2009,  34.44 
21/1/2009,  34.91 
22/1/2009,  34.59 
23/1/2009,  35.09 
24/1/2009,  34.95 
25/1/2009,  35.05 
26/1/2009,  34.75 
27/1/2009,  34.84 
28/1/2009,  34.62 
29/1/2009,  35.15 
30/1/2009,  34.86 
31/1/2009,  35.38 
1/2/2009,  34.74 
2/2/2009,  33.04 
3/2/2009,  34.05 
4/2/2009,  36.24 
5/2/2009,  33.88 
6/2/2009,  33.94 
7/2/2009,  35.73 
8/2/2009,  34.73 
9/2/2009,  34.30 
10/2/2009,  35.23 
11/2/2009,  34.68 
12/2/2009,  34.77 
13/2/2009,  34.82 
14/2/2009,  35.30 
15/2/2009,  34.81 
16/2/2009,  35.21 
17/2/2009,  34.84 
18/2/2009,  35.50 
19/2/2009,  35.07 
20/2/2009,  35.73 
21/2/2009,  35.44 
22/2/2009,  35.64 
23/2/2009,  35.09 
24/2/2009,  35.71 
25/2/2009,  35.34 
26/2/2009,  35.78 
27/2/2009,  35.51 
28/2/2009,  36.17 
1/3/2009,  35.50 
2/3/2009,  35.96 
3/3/2009,  35.44 
4/3/2009,  36.21 
5/3/2009,  35.29 
6/3/2009,  36.01 
7/3/2009,  35.64 
8/3/2009,  36.49 
9/3/2009,  35.46 
10/3/2009,  36.08 
11/3/2009,  35.59 
12/3/2009,  36.24 
13/3/2009,  35.77 
14/3/2009,  36.61 
15/3/2009,  36.07 
16/3/2009,  36.29 
17/3/2009,  36.04 
18/3/2009,  36.78 
19/3/2009,  36.09 
20/3/2009,  36.86 
21/3/2009,  36.63 
22/3/2009,  36.77 
23/3/2009,  36.27 
24/3/2009,  36.38 
25/3/2009,  36.47 
26/3/2009,  36.64 
27/3/2009,  36.37 
28/3/2009,  36.76 
29/3/2009,  36.02 
30/3/2009,  36.55 
31/3/2009,  37.05 
1/4/2009,  37.11 
2/4/2009,  36.65 
3/4/2009,  36.90 
4/4/2009,  37.46 
5/4/2009,  37.62 
6/4/2009,  36.93 
7/4/2009,  37.68 
8/4/2009,  37.56 
9/4/2009,  37.58 
10/4/2009,  37.78 
11/4/2009,  37.70 
12/4/2009,  37.59 
13/4/2009,  37.98 
14/4/2009,  37.61 
15/4/2009,  38.28 
16/4/2009,  37.80 
17/4/2009,  38.21 
18/4/2009,  38.01 
19/4/2009,  38.35 
20/4/2009,  37.85 
21/4/2009,  38.80 
22/4/2009,  38.84 
23/4/2009,  39.01 
24/4/2009,  39.11 
25/4/2009,  39.36 
26/4/2009,  39.27 
27/4/2009,  39.05 
28/4/2009,  39.13 
29/4/2009,  39.17 
30/4/2009,  39.29 
1/5/2009,  39.37 
2/5/2009,  39.45 
3/5/2009,  39.16 
4/5/2009,  39.47 
5/5/2009,  39.14 
6/5/2009,  39.21 
7/5/2009,  39.02 
8/5/2009,  39.03 
9/5/2009,  39.02 
10/5/2009,  39.12 
11/5/2009,  38.72 
12/5/2009,  38.92 
13/5/2009,  39.31 
14/5/2009,  39.05 
15/5/2009,  39.12 
16/5/2009,  38.78 
17/5/2009,  38.85 
18/5/2009,  38.54 
19/5/2009,  38.58 
20/5/2009,  38.66 
21/5/2009,  38.51 
22/5/2009,  38.74 
23/5/2009,  38.55 
24/5/2009,  38.50 
25/5/2009,  38.43 
26/5/2009,  38.71 
27/5/2009,  38.24 
28/5/2009,  38.10 
29/5/2009,  37.96 
30/5/2009,  38.19 
31/5/2009,  38.47 
1/6/2009,  35.92 
2/6/2009,  35.81 
3/6/2009,  35.77 
4/6/2009,  36.36 
5/6/2009,  37.55 
6/6/2009,  37.20 
7/6/2009,  37.35 
8/6/2009,  36.73 
9/6/2009,  37.75 
10/6/2009,  37.66 
11/6/2009,  37.89 
12/6/2009,  38.33 
13/6/2009,  38.61 
14/6/2009,  38.33 
15/6/2009,  38.26 
16/6/2009,  38.19 
17/6/2009,  38.40 
18/6/2009,  38.37 
19/6/2009,  38.06 
20/6/2009,  38.22 
21/6/2009,  38.26 
22/6/2009,  37.94 
23/6/2009,  38.00 
24/6/2009,  37.89 
25/6/2009,  38.03 
26/6/2009,  37.82 
27/6/2009,  38.12 
28/6/2009,  37.82 
29/6/2009,  37.55 
30/6/2009,  37.33 
1/7/2009,  36.27 
2/7/2009,  35.94 
3/7/2009,  36.61 
4/7/2009,  35.79 
5/7/2009,  36.28 
6/7/2009,  35.68 
7/7/2009,  36.17 
8/7/2009,  35.91 
9/7/2009,  35.97 
10/7/2009,  35.99 
11/7/2009,  36.38 
12/7/2009,  36.25 
13/7/2009,  35.73 
14/7/2009,  35.49 
15/7/2009,  35.89 
16/7/2009,  35.37 
17/7/2009,  35.67 
18/7/2009,  35.24 
19/7/2009,  35.33 
20/7/2009,  35.12 
21/7/2009,  35.53 
22/7/2009,  35.08 
23/7/2009,  35.00 
24/7/2009,  34.98 
25/7/2009,  35.25 
26/7/2009,  34.82 
27/7/2009,  35.09 
28/7/2009,  34.46 
29/7/2009,  34.92 
30/7/2009,  34.35 
31/7/2009,  34.65 
1/8/2009,  34.72 
2/8/2009,  34.18 
3/8/2009,  33.94 
4/8/2009,  34.09 
5/8/2009,  34.01 
6/8/2009,  33.71 
7/8/2009,  34.10 
8/8/2009,  33.83 
9/8/2009,  34.46 
10/8/2009,  34.44 
11/8/2009,  34.42 
12/8/2009,  34.14 
13/8/2009,  34.33 
14/8/2009,  34.13 
15/8/2009,  34.41 
16/8/2009,  34.24 
17/8/2009,  33.88 
18/8/2009,  33.68 
19/8/2009,  33.65 
20/8/2009,  34.10 
21/8/2009,  33.77 
22/8/2009,  34.05 
23/8/2009,  34.06 
24/8/2009,  33.62 
25/8/2009,  33.55 
26/8/2009,  33.75 
27/8/2009,  33.60 
28/8/2009,  33.54 
29/8/2009,  33.58 
30/8/2009,  33.66 
31/8/2009,  33.68 
1/9/2009,  32.49 
2/9/2009,  32.49 
3/9/2009,  32.96 
4/9/2009,  32.50 
5/9/2009,  32.59 
6/9/2009,  32.75 
7/9/2009,  32.78 
8/9/2009,  32.76 
9/9/2009,  32.75 
10/9/2009,  32.53 
11/9/2009,  32.88 
12/9/2009,  33.09 
13/9/2009,  33.14 
14/9/2009,  33.05 
15/9/2009,  33.21 
16/9/2009,  33.13 
17/9/2009,  33.28 
18/9/2009,  33.35 
19/9/2009,  33.52 
20/9/2009,  33.39 
21/9/2009,  33.32 
22/9/2009,  33.21 
23/9/2009,  33.76 
24/9/2009,  33.25 
25/9/2009,  33.43 
26/9/2009,  33.71 
27/9/2009,  33.40 
28/9/2009,  33.72 
29/9/2009,  33.09 
30/9/2009,  33.97 
1/10/2009,  33.08 
2/10/2009,  33.49 
3/10/2009,  33.26 
4/10/2009,  33.31 
5/10/2009,  33.02 
6/10/2009,  32.86 
7/10/2009,  33.22 
8/10/2009,  33.04 
9/10/2009,  32.89 
10/10/2009,  33.18 
11/10/2009,  33.14 
12/10/2009,  33.00 
13/10/2009,  33.04 
14/10/2009,  32.94 
15/10/2009,  33.14 
16/10/2009,  33.10 
17/10/2009,  33.16 
18/10/2009,  33.01 
19/10/2009,  32.76 
20/10/2009,  32.86 
21/10/2009,  33.09 
22/10/2009,  32.77 
23/10/2009,  32.71 
24/10/2009,  33.08 
25/10/2009,  33.25 
26/10/2009,  32.92 
27/10/2009,  33.03 
28/10/2009,  32.86 
29/10/2009,  32.97 
30/10/2009,  33.07 
31/10/2009,  33.05 
1/11/2009,  32.97 
2/11/2009,  32.57 
3/11/2009,  32.49 
4/11/2009,  32.57 
5/11/2009,  32.56 
6/11/2009,  32.79 
7/11/2009,  32.58 
8/11/2009,  32.86 
9/11/2009,  32.45 
10/11/2009,  32.68 
11/11/2009,  32.72 
12/11/2009,  32.65 
13/11/2009,  32.62 
14/11/2009,  33.04 
15/11/2009,  32.76 
16/11/2009,  32.74 
17/11/2009,  32.69 
18/11/2009,  32.72 
19/11/2009,  32.78 
20/11/2009,  32.95 
21/11/2009,  33.27 
22/11/2009,  32.90 
23/11/2009,  32.95 
24/11/2009,  32.74 
25/11/2009,  33.29 
26/11/2009,  33.00 
27/11/2009,  33.15 
28/11/2009,  33.15 
29/11/2009,  33.10 
30/11/2009,  33.45 
1/12/2009,  32.97 
2/12/2009,  33.30 
3/12/2009,  33.31 
4/12/2009,  33.60 
5/12/2009,  33.46 
6/12/2009,  33.91 
7/12/2009,  33.38 
8/12/2009,  33.68 
9/12/2009,  34.01 
10/12/2009,  33.64 
11/12/2009,  34.00 
12/12/2009,  33.83 
13/12/2009,  33.85 
14/12/2009,  33.73 
15/12/2009,  33.94 
16/12/2009,  33.85 
17/12/2009,  33.86 
18/12/2009,  33.80 
19/12/2009,  33.42 
20/12/2009,  33.12 
21/12/2009,  33.08 
22/12/2009,  33.55 
23/12/2009,  33.31 
24/12/2009,  34.73 
25/12/2009,  33.34 
26/12/2009,  34.54 
27/12/2009,  34.58 
28/12/2009,  34.03 
29/12/2009,  34.18 
30/12/2009,  34.08 
31/12/2009,  34.42 
1/1/2010,  33.24 
2/1/2010,  32.79 
3/1/2010,  34.25 
4/1/2010,  33.43 
5/1/2010,  31.07 
6/1/2010,  29.89 
7/1/2010,  32.67 
8/1/2010,  33.50 
9/1/2010,  33.85 
10/1/2010,  33.63 
11/1/2010,  33.46 
12/1/2010,  33.69 
13/1/2010,  33.24 
14/1/2010,  34.29 
15/1/2010,  34.21 
16/1/2010,  34.19 
17/1/2010,  34.51 
18/1/2010,  34.29 
19/1/2010,  34.68 
20/1/2010,  34.53 
21/1/2010,  34.84 
22/1/2010,  34.53 
23/1/2010,  34.91 
24/1/2010,  34.54 
25/1/2010,  34.57 
26/1/2010,  34.46 
27/1/2010,  34.86 
28/1/2010,  34.64 
29/1/2010,  34.95 
30/1/2010,  34.62 
31/1/2010,  34.89 
1/2/2010,  34.33 
2/2/2010,  34.74 
3/2/2010,  34.66 
4/2/2010,  35.09 
5/2/2010,  34.71 
6/2/2010,  35.30 
7/2/2010,  34.75 
8/2/2010,  34.91 
9/2/2010,  34.70 
10/2/2010,  34.94 
11/2/2010,  34.60 
12/2/2010,  34.90 
13/2/2010,  34.82 
14/2/2010,  35.07 
15/2/2010,  34.77 
16/2/2010,  34.88 
17/2/2010,  34.91 
18/2/2010,  34.89 
19/2/2010,  34.99 
20/2/2010,  35.21 
21/2/2010,  34.88 
22/2/2010,  35.07 
23/2/2010,  34.80 
24/2/2010,  34.86 
25/2/2010,  34.98 
26/2/2010,  35.35 
27/2/2010,  35.21 
28/2/2010,  35.58 
1/3/2010,  35.11 
2/3/2010,  35.75 
3/3/2010,  35.69 
4/3/2010,  35.41 
5/3/2010,  35.75 
6/3/2010,  35.73 
7/3/2010,  35.85 
8/3/2010,  35.52 
9/3/2010,  35.63 
10/3/2010,  35.86 
11/3/2010,  35.55 
12/3/2010,  35.97 
13/3/2010,  35.97 
14/3/2010,  36.21 
15/3/2010,  35.93 
16/3/2010,  36.12 
17/3/2010,  35.96 
18/3/2010,  36.27 
19/3/2010,  36.44 
20/3/2010,  36.55 
21/3/2010,  36.22 
22/3/2010,  35.81 
23/3/2010,  36.10 
24/3/2010,  35.98 
25/3/2010,  36.22 
26/3/2010,  36.48 
27/3/2010,  36.41 
28/3/2010,  36.13 
29/3/2010,  36.30 
30/3/2010,  36.45 
31/3/2010,  36.55 
1/4/2010,  35.97 
2/4/2010,  36.47 
3/4/2010,  36.51 
4/4/2010,  36.38 
5/4/2010,  36.46 
6/4/2010,  36.10 
7/4/2010,  36.91 
8/4/2010,  36.41 
9/4/2010,  36.99 
10/4/2010,  37.04 
11/4/2010,  37.37 
12/4/2010,  37.08 
13/4/2010,  37.37 
14/4/2010,  37.61 
15/4/2010,  37.91 
16/4/2010,  37.59 
17/4/2010,  38.29 
18/4/2010,  38.30 
19/4/2010,  38.03 
20/4/2010,  38.30 
21/4/2010,  38.55 
22/4/2010,  38.53 
23/4/2010,  38.43 
24/4/2010,  38.99 
25/4/2010,  39.10 
26/4/2010,  39.02 
27/4/2010,  39.09 
28/4/2010,  39.44 
29/4/2010,  39.20 
30/4/2010,  39.64 
1/5/2010,  39.52 
2/5/2010,  39.78 
3/5/2010,  39.58 
4/5/2010,  39.35 
5/5/2010,  39.99 
6/5/2010,  39.68 
7/5/2010,  40.14 
8/5/2010,  40.23 
9/5/2010,  39.84 
10/5/2010,  40.00 
11/5/2010,  39.89 
12/5/2010,  40.08 
13/5/2010,  40.07 
14/5/2010,  40.32 
15/5/2010,  40.31 
16/5/2010,  40.38 
17/5/2010,  40.11 
18/5/2010,  40.31 
19/5/2010,  40.35 
20/5/2010,  40.35 
21/5/2010,  40.24 
22/5/2010,  40.74 
23/5/2010,  40.07 
24/5/2010,  40.41 
25/5/2010,  39.86 
26/5/2010,  40.36 
27/5/2010,  39.74 
28/5/2010,  40.26 
29/5/2010,  40.29 
30/5/2010,  40.40 
31/5/2010,  40.21 
1/6/2010,  39.96 
2/6/2010,  40.09 
3/6/2010,  40.10 
4/6/2010,  40.19 
5/6/2010,  40.62 
6/6/2010,  39.98 
7/6/2010,  39.72 
8/6/2010,  39.90 
9/6/2010,  39.77 
10/6/2010,  39.32 
11/6/2010,  39.75 
12/6/2010,  39.30 
13/6/2010,  39.66 
14/6/2010,  39.24 
15/6/2010,  39.13 
16/6/2010,  39.35 
17/6/2010,  39.36 
18/6/2010,  39.28 
19/6/2010,  39.27 
20/6/2010,  39.18 
21/6/2010,  38.89 
22/6/2010,  38.95 
23/6/2010,  38.85 
24/6/2010,  38.80 
25/6/2010,  38.66 
26/6/2010,  38.68 
27/6/2010,  38.56 
28/6/2010,  38.24 
29/6/2010,  38.31 
30/6/2010,  37.87 
1/7/2010,  37.58 
2/7/2010,  37.79 
3/7/2010,  37.39 
4/7/2010,  37.68 
5/7/2010,  37.29 
6/7/2010,  37.38 
7/7/2010,  37.40 
8/7/2010,  37.29 
9/7/2010,  37.19 
10/7/2010,  37.43 
11/7/2010,  37.00 
12/7/2010,  36.67 
13/7/2010,  36.99 
14/7/2010,  36.72 
15/7/2010,  36.62 
16/7/2010,  36.68 
17/7/2010,  36.53 
18/7/2010,  36.82 
19/7/2010,  36.27 
20/7/2010,  36.47 
21/7/2010,  36.29 
22/7/2010,  36.28 
23/7/2010,  36.08 
24/7/2010,  36.73 
25/7/2010,  36.30 
26/7/2010,  36.55 
27/7/2010,  36.07 
28/7/2010,  36.33 
29/7/2010,  36.20 
30/7/2010,  36.40 
31/7/2010,  36.47 
1/8/2010,  36.26 
2/8/2010,  35.80 
3/8/2010,  36.45 
4/8/2010,  36.09 
5/8/2010,  36.03 
6/8/2010,  35.99 
7/8/2010,  36.33 
8/8/2010,  36.03 
9/8/2010,  35.86 
10/8/2010,  35.75 
11/8/2010,  35.96 
12/8/2010,  35.92 
13/8/2010,  35.89 
14/8/2010,  35.78 
15/8/2010,  35.82 
16/8/2010,  35.71 
17/8/2010,  35.87 
18/8/2010,  35.92 
19/8/2010,  35.57 
20/8/2010,  35.91 
21/8/2010,  35.69 
22/8/2010,  35.61 
23/8/2010,  35.50 
24/8/2010,  35.36 
25/8/2010,  35.27 
26/8/2010,  35.30 
27/8/2010,  35.31 
28/8/2010,  35.64 
29/8/2010,  35.35 
30/8/2010,  35.61 
31/8/2010,  35.29 
1/9/2010,  35.51 
2/9/2010,  35.76 
3/9/2010,  35.52 
4/9/2010,  35.87 
5/9/2010,  36.03 
6/9/2010,  35.54 
7/9/2010,  35.73 
8/9/2010,  35.54 
9/9/2010,  35.40 
10/9/2010,  35.75 
11/9/2010,  35.92 
12/9/2010,  35.60 
13/9/2010,  35.52 
14/9/2010,  35.32 
15/9/2010,  35.52 
16/9/2010,  35.08 
17/9/2010,  35.46 
18/9/2010,  35.49 
19/9/2010,  35.69 
20/9/2010,  35.12 
21/9/2010,  35.47 
22/9/2010,  35.60 
23/9/2010,  35.57 
24/9/2010,  35.38 
25/9/2010,  35.41 
26/9/2010,  35.20 
27/9/2010,  35.35 
28/9/2010,  35.31 
29/9/2010,  35.48 
30/9/2010,  35.14 
1/10/2010,  34.82 
2/10/2010,  34.51 
3/10/2010,  34.74 
4/10/2010,  34.31 
5/10/2010,  34.90 
6/10/2010,  34.90 
7/10/2010,  34.70 
8/10/2010,  34.77 
9/10/2010,  35.18 
10/10/2010,  34.55 
11/10/2010,  34.61 
12/10/2010,  34.28 
13/10/2010,  34.92 
14/10/2010,  34.58 
15/10/2010,  35.04 
16/10/2010,  34.86 
17/10/2010,  34.98 
18/10/2010,  34.60 
19/10/2010,  34.90 
20/10/2010,  34.67 
21/10/2010,  34.64 
22/10/2010,  34.54 
23/10/2010,  35.12 
24/10/2010,  34.64 
25/10/2010,  34.72 
26/10/2010,  34.03 
27/10/2010,  34.85 
28/10/2010,  34.27 
29/10/2010,  34.59 
30/10/2010,  34.74 
31/10/2010,  34.92 
1/11/2010,  34.47 
2/11/2010,  34.44 
3/11/2010,  34.38 
4/11/2010,  34.52 
5/11/2010,  34.29 
6/11/2010,  34.70 
7/11/2010,  34.23 
8/11/2010,  33.96 
9/11/2010,  34.21 
10/11/2010,  34.13 
11/11/2010,  33.86 
12/11/2010,  34.39 
13/11/2010,  34.15 
14/11/2010,  34.53 
15/11/2010,  34.01 
16/11/2010,  34.27 
17/11/2010,  34.01 
18/11/2010,  34.45 
19/11/2010,  34.20 
20/11/2010,  34.69 
21/11/2010,  34.44 
22/11/2010,  34.39 
23/11/2010,  34.30 
24/11/2010,  34.50 
25/11/2010,  34.30 
26/11/2010,  33.98 
27/11/2010,  34.20 
28/11/2010,  33.99 
29/11/2010,  34.12 
30/11/2010,  33.57 
1/12/2010,  33.78 
2/12/2010,  34.04 
3/12/2010,  34.16 
4/12/2010,  34.70 
5/12/2010,  34.26 
6/12/2010,  33.27 
7/12/2010,  33.92 
8/12/2010,  34.35 
9/12/2010,  34.34 
10/12/2010,  34.73 
11/12/2010,  34.85 
12/12/2010,  34.87 
13/12/2010,  34.59 
14/12/2010,  35.14 
15/12/2010,  34.72 
16/12/2010,  35.09 
17/12/2010,  33.37 
18/12/2010,  33.13 
19/12/2010,  35.06 
20/12/2010,  33.19 
21/12/2010,  35.22 
22/12/2010,  34.94 
23/12/2010,  34.87 
24/12/2010,  35.36 
25/12/2010,  33.67 
26/12/2010,  34.87 
27/12/2010,  35.09 
28/12/2010,  35.05 
29/12/2010,  35.37 
30/12/2010,  35.71 
31/12/2010,  35.90 
1/1/2011,  35.09 
2/1/2011,  34.90 
3/1/2011,  35.05 
4/1/2011,  34.70 
5/1/2011,  34.92 
6/1/2011,  35.10 
7/1/2011,  35.01 
8/1/2011,  34.94 
9/1/2011,  35.18 
10/1/2011,  35.05 
11/1/2011,  35.30 
12/1/2011,  35.12 
13/1/2011,  35.51 
14/1/2011,  35.42 
15/1/2011,  35.99 
16/1/2011,  35.39 
17/1/2011,  35.67 
18/1/2011,  35.49 
19/1/2011,  35.59 
20/1/2011,  35.26 
21/1/2011,  35.79 
22/1/2011,  35.56 
23/1/2011,  35.85 
24/1/2011,  35.17 
25/1/2011,  35.73 
26/1/2011,  35.71 
27/1/2011,  35.82 
28/1/2011,  35.42 
29/1/2011,  35.68 
30/1/2011,  35.20 
31/1/2011,  35.60 
1/2/2011,  35.61 
2/2/2011,  36.43 
3/2/2011,  35.84 
4/2/2011,  36.51 
5/2/2011,  36.33 
6/2/2011,  36.66 
7/2/2011,  36.14 
8/2/2011,  36.38 
9/2/2011,  36.17 
10/2/2011,  36.52 
11/2/2011,  36.46 
12/2/2011,  36.74 
13/2/2011,  36.55 
14/2/2011,  36.54 
15/2/2011,  36.05 
16/2/2011,  36.81 
17/2/2011,  36.28 
18/2/2011,  36.86 
19/2/2011,  36.56 
20/2/2011,  36.94 
21/2/2011,  36.21 
22/2/2011,  36.66 
23/2/2011,  36.83 
24/2/2011,  36.92 
25/2/2011,  36.80 
26/2/2011,  37.34 
27/2/2011,  36.88 
28/2/2011,  37.00 
1/3/2011,  36.75 
2/3/2011,  37.21 
3/3/2011,  36.91 
4/3/2011,  37.23 
5/3/2011,  37.19 
6/3/2011,  37.27 
7/3/2011,  36.91 
8/3/2011,  37.08 
9/3/2011,  37.17 
10/3/2011,  37.54 
11/3/2011,  37.12 
12/3/2011,  37.64 
